account_id,customer_id,branch_id,account_type,account_opening_date
40,40,65,savings,2019-10-02
41,41,31,current,2001-02-24
41,41,31,current,2001-02-24
42,42,91,current,2024-04-12
42,42,91,current,2024-04-12
43,43,46,current,2001-04-07
43,43,46,current,2001-04-07
44,44,60,current,1997-10-01
44,44,60,current,1997-10-01
45,45,46,savings,1998-01-12
45,45,46,savings,1998-01-12
46,46,19,savings,2008-04-15
46,46,19,savings,2008-04-15
47,47,1,current,2005-03-07
47,47,1,current,2005-03-07
48,48,95,current,2023-12-18
48,48,95,current,2023-12-18
49,49,18,current,2003-04-20
49,49,18,current,2003-04-20
50,50,7,current,2013-05-04
50,50,7,current,2013-05-04
51,51,32,current,1995-10-04
51,51,32,current,1995-10-04
52,52,99,current,2021-05-13
52,52,99,current,2021-05-13
53,53,96,current,2009-06-26
53,53,96,current,2009-06-26
54,54,59,savings,2014-03-19
54,54,59,savings,2014-03-19
55,55,65,savings,1997-02-10
55,55,65,savings,1997-02-10
56,56,97,savings,2003-11-13
56,56,97,savings,2003-11-13
57,57,12,current,2007-11-19
57,57,12,current,2007-11-19
58,58,45,savings,2008-11-18
58,58,45,savings,2008-11-18
59,59,24,current,1999-02-22
59,59,24,current,1999-02-22
60,60,54,current,2004-02-17
60,60,54,current,2004-02-17
61,61,4,current,2001-11-20
61,61,4,current,2001-11-20
62,62,79,savings,2023-01-02
62,62,79,savings,2023-01-02
63,63,96,savings,2010-12-16
63,63,96,savings,2010-12-16
64,64,24,current,1995-02-07
64,64,24,current,1995-02-07
65,65,23,savings,2012-02-21
65,65,23,savings,2012-02-21
66,66,89,savings,2000-11-04
66,66,89,savings,2000-11-04
67,67,49,savings,2003-03-15
67,67,49,savings,2003-03-15
68,68,90,savings,2002-01-19
68,68,90,savings,2002-01-19
69,69,21,current,2005-06-22
69,69,21,current,2005-06-22
70,70,70,current,2019-07-01
70,70,70,current,2019-07-01
71,71,22,savings,2024-03-21
71,71,22,savings,2024-03-21
72,72,75,savings,2008-09-11
72,72,75,savings,2008-09-11
73,73,37,savings,2016-05-11
73,73,37,savings,2016-05-11
74,74,30,current,2011-12-22
74,74,30,current,2011-12-22
75,75,31,savings,2003-01-14
75,75,31,savings,2003-01-14
76,76,33,current,2015-08-12
76,76,33,current,2015-08-12
77,77,76,savings,2024-11-26
77,77,76,savings,2024-11-26
78,78,27,savings,2015-02-28
78,78,27,savings,2015-02-28
79,79,78,current,2001-01-06
79,79,78,current,2001-01-06
80,80,58,current,1995-06-18
80,80,58,current,1995-06-18
81,81,1,current,2014-08-05
81,81,1,current,2014-08-05
82,82,64,current,2016-05-25
82,82,64,current,2016-05-25
83,83,72,savings,1996-05-01
83,83,72,savings,1996-05-01
84,84,72,current,1995-07-05
84,84,72,current,1995-07-05
85,85,93,current,2018-10-22
85,85,93,current,2018-10-22
86,86,26,current,2018-03-03
86,86,26,current,2018-03-03
87,87,90,savings,2016-01-01
87,87,90,savings,2016-01-01
88,88,49,current,2008-12-18
88,88,49,current,2008-12-18
89,89,84,savings,2008-02-23
89,89,84,savings,2008-02-23
90,90,44,savings,1998-12-14
90,90,44,savings,1998-12-14
91,91,43,current,2010-10-16
91,91,43,current,2010-10-16
92,92,49,savings,2003-07-03
92,92,49,savings,2003-07-03
93,93,52,current,2016-08-13
93,93,52,current,2016-08-13
94,94,71,savings,2006-07-01
94,94,71,savings,2006-07-01
95,95,32,savings,2024-11-03
95,95,32,savings,2024-11-03
96,96,55,current,2023-08-13
96,96,55,current,2023-08-13
97,97,18,current,2023-12-27
97,97,18,current,2023-12-27
98,98,86,savings,2001-09-21
98,98,86,savings,2001-09-21
99,99,59,current,2015-02-14
99,99,59,current,2015-02-14
100,100,29,current,2008-01-20
100,100,29,current,2008-01-20
101,101,32,savings,2007-03-20
101,101,32,savings,2007-03-20
102,102,54,savings,2009-10-22
102,102,54,savings,2009-10-22
103,103,84,savings,1996-02-28
103,103,84,savings,1996-02-28
104,104,31,current,2005-11-12
104,104,31,current,2005-11-12
105,105,43,savings,2012-04-17
105,105,43,savings,2012-04-17
106,106,41,current,2019-12-18
106,106,41,current,2019-12-18
107,107,8,savings,2024-06-27
107,107,8,savings,2024-06-27
108,108,43,current,2003-10-04
108,108,43,current,2003-10-04
109,109,51,current,2006-01-13
109,109,51,current,2006-01-13
110,110,8,savings,2019-10-06
110,110,8,savings,2019-10-06
111,111,9,savings,1998-08-28
111,111,9,savings,1998-08-28
112,112,78,current,2024-01-18
112,112,78,current,2024-01-18
113,113,46,savings,2012-10-24
113,113,46,savings,2012-10-24
114,114,33,savings,2002-07-02
114,114,33,savings,2002-07-02
115,115,58,current,2023-05-25
115,115,58,current,2023-05-25
116,116,79,current,2000-06-03
116,116,79,current,2000-06-03
117,117,94,savings,2004-08-03
117,117,94,savings,2004-08-03
118,118,94,savings,2011-05-23
118,118,94,savings,2011-05-23
119,119,31,savings,1999-03-06
119,119,31,savings,1999-03-06
120,120,69,savings,2024-03-25
120,120,69,savings,2024-03-25
121,121,83,savings,2022-07-21
121,121,83,savings,2022-07-21
122,122,48,current,2011-04-04
122,122,48,current,2011-04-04
123,123,11,savings,2020-10-09
123,123,11,savings,2020-10-09
124,124,74,current,2000-04-28
124,124,74,current,2000-04-28
125,125,33,savings,1999-10-09
125,125,33,savings,1999-10-09
126,126,61,savings,2009-06-06
126,126,61,savings,2009-06-06
127,127,88,savings,2021-08-01
127,127,88,savings,2021-08-01
128,128,15,current,2017-12-20
128,128,15,current,2017-12-20
129,129,29,savings,2015-02-12
129,129,29,savings,2015-02-12
130,130,27,current,1999-06-12
130,130,27,current,1999-06-12
131,131,20,current,2005-05-28
131,131,20,current,2005-05-28
132,132,36,savings,2005-06-27
132,132,36,savings,2005-06-27
133,133,14,savings,2020-10-22
133,133,14,savings,2020-10-22
134,134,37,savings,2003-04-18
134,134,37,savings,2003-04-18
135,135,88,savings,2006-08-25
135,135,88,savings,2006-08-25
136,136,49,current,2019-06-05
136,136,49,current,2019-06-05
137,137,36,current,2006-02-14
137,137,36,current,2006-02-14
138,138,58,savings,2005-08-04
138,138,58,savings,2005-08-04
139,139,93,current,2003-02-07
139,139,93,current,2003-02-07
140,140,15,savings,2018-10-20
140,140,15,savings,2018-10-20
141,141,39,current,1996-04-20
141,141,39,current,1996-04-20
142,142,5,savings,2004-11-14
142,142,5,savings,2004-11-14
143,143,97,savings,1998-12-10
143,143,97,savings,1998-12-10
144,144,45,current,2013-05-22
144,144,45,current,2013-05-22
145,145,1,current,2007-09-16
145,145,1,current,2007-09-16
146,146,47,current,2020-02-16
146,146,47,current,2020-02-16
147,147,34,savings,2011-08-08
147,147,34,savings,2011-08-08
148,148,8,current,1997-12-13
148,148,8,current,1997-12-13
149,149,88,savings,1998-01-11
149,149,88,savings,1998-01-11
150,150,54,savings,2011-09-05
150,150,54,savings,2011-09-05
151,151,87,savings,2002-03-24
151,151,87,savings,2002-03-24
152,152,60,savings,1996-04-28
152,152,60,savings,1996-04-28
153,153,77,current,2009-12-24
153,153,77,current,2009-12-24
154,154,37,savings,2008-07-23
154,154,37,savings,2008-07-23
155,155,46,savings,2000-07-22
155,155,46,savings,2000-07-22
156,156,18,savings,2018-09-01
156,156,18,savings,2018-09-01
157,157,10,current,2022-03-27
157,157,10,current,2022-03-27
158,158,68,current,2000-04-14
158,158,68,current,2000-04-14
159,159,71,current,1997-09-26
159,159,71,current,1997-09-26
160,160,86,savings,2004-02-06
160,160,86,savings,2004-02-06
161,161,76,current,2015-04-10
161,161,76,current,2015-04-10
162,162,24,current,2000-05-22
162,162,24,current,2000-05-22
163,163,47,savings,2000-06-17
163,163,47,savings,2000-06-17
164,164,37,savings,1996-08-17
164,164,37,savings,1996-08-17
165,165,72,current,2002-04-02
165,165,72,current,2002-04-02
166,166,84,current,2011-03-18
166,166,84,current,2011-03-18
167,167,43,savings,2007-03-01
167,167,43,savings,2007-03-01
168,168,82,current,2016-10-06
168,168,82,current,2016-10-06
169,169,25,savings,2023-02-04
169,169,25,savings,2023-02-04
170,170,87,savings,2024-06-08
170,170,87,savings,2024-06-08
171,171,18,savings,2009-09-08
171,171,18,savings,2009-09-08
172,172,51,savings,2016-01-18
172,172,51,savings,2016-01-18
173,173,46,current,2018-12-21
173,173,46,current,2018-12-21
174,174,75,savings,2014-08-20
174,174,75,savings,2014-08-20
175,175,59,savings,2007-12-26
175,175,59,savings,2007-12-26
176,176,39,current,2006-08-24
176,176,39,current,2006-08-24
177,177,78,current,2002-06-26
177,177,78,current,2002-06-26
178,178,86,current,2011-07-24
178,178,86,current,2011-07-24
179,179,38,savings,2012-01-11
179,179,38,savings,2012-01-11
180,180,55,savings,2013-03-17
180,180,55,savings,2013-03-17
181,181,79,savings,2024-05-08
181,181,79,savings,2024-05-08
182,182,5,current,2018-11-09
182,182,5,current,2018-11-09
183,183,5,current,2003-02-06
183,183,5,current,2003-02-06
184,184,50,savings,2002-11-02
184,184,50,savings,2002-11-02
185,185,42,savings,2001-03-13
185,185,42,savings,2001-03-13
186,186,19,savings,2008-05-25
186,186,19,savings,2008-05-25
187,187,34,current,2022-03-03
187,187,34,current,2022-03-03
188,188,53,current,1997-06-14
188,188,53,current,1997-06-14
189,189,80,savings,2004-11-09
189,189,80,savings,2004-11-09
190,190,21,current,2011-11-07
190,190,21,current,2011-11-07
191,191,45,current,2022-03-28
191,191,45,current,2022-03-28
192,192,96,current,2002-01-04
192,192,96,current,2002-01-04
193,193,60,current,2015-01-01
193,193,60,current,2015-01-01
194,194,53,savings,2012-01-18
194,194,53,savings,2012-01-18
195,195,19,savings,2003-11-04
195,195,19,savings,2003-11-04
196,196,88,current,1997-05-01
196,196,88,current,1997-05-01
197,197,35,current,2023-11-14
197,197,35,current,2023-11-14
198,198,82,savings,2006-04-09
198,198,82,savings,2006-04-09
199,199,14,current,2021-05-09
199,199,14,current,2021-05-09
200,200,86,current,2009-06-24
200,200,86,current,2009-06-24
201,201,94,savings,2006-08-27
201,201,94,savings,2006-08-27
202,202,12,current,2019-06-07
202,202,12,current,2019-06-07
203,203,49,savings,2022-09-26
203,203,49,savings,2022-09-26
204,204,76,current,2014-08-14
204,204,76,current,2014-08-14
205,205,94,current,2012-10-17
205,205,94,current,2012-10-17
206,206,3,current,2021-07-16
206,206,3,current,2021-07-16
207,207,96,current,1996-05-19
207,207,96,current,1996-05-19
208,208,27,current,2009-07-07
208,208,27,current,2009-07-07
209,209,92,current,2003-09-03
209,209,92,current,2003-09-03
210,210,82,current,1997-03-22
210,210,82,current,1997-03-22
211,211,25,current,2009-08-17
211,211,25,current,2009-08-17
212,212,15,savings,2012-07-26
212,212,15,savings,2012-07-26
213,213,27,savings,2017-09-11
213,213,27,savings,2017-09-11
214,214,15,savings,2013-05-10
214,214,15,savings,2013-05-10
215,215,30,savings,2007-02-28
215,215,30,savings,2007-02-28
216,216,75,current,1998-07-12
216,216,75,current,1998-07-12
217,217,59,savings,2023-09-08
217,217,59,savings,2023-09-08
218,218,45,savings,2005-08-06
218,218,45,savings,2005-08-06
219,219,53,current,2004-11-23
219,219,53,current,2004-11-23
220,220,78,current,1995-02-14
220,220,78,current,1995-02-14
221,221,45,current,2003-01-27
221,221,45,current,2003-01-27
222,222,92,current,2014-04-01
222,222,92,current,2014-04-01
223,223,72,current,2022-03-21
223,223,72,current,2022-03-21
224,224,61,savings,1995-06-26
224,224,61,savings,1995-06-26
225,225,11,current,2009-10-27
225,225,11,current,2009-10-27
226,226,78,current,2017-12-10
226,226,78,current,2017-12-10
227,227,51,current,2012-03-28
227,227,51,current,2012-03-28
228,228,86,savings,2024-11-20
228,228,86,savings,2024-11-20
229,229,89,current,2011-11-17
229,229,89,current,2011-11-17
230,230,74,current,1995-06-12
230,230,74,current,1995-06-12
231,231,39,savings,2013-06-26
231,231,39,savings,2013-06-26
232,232,24,savings,2001-01-01
232,232,24,savings,2001-01-01
233,233,6,current,2000-01-26
233,233,6,current,2000-01-26
234,234,33,savings,2002-01-17
234,234,33,savings,2002-01-17
235,235,22,savings,1996-06-17
235,235,22,savings,1996-06-17
236,236,60,current,2005-02-19
236,236,60,current,2005-02-19
237,237,20,savings,2008-12-14
237,237,20,savings,2008-12-14
238,238,11,savings,2023-10-06
238,238,11,savings,2023-10-06
239,239,35,current,2005-11-06
239,239,35,current,2005-11-06
240,240,35,savings,2012-07-09
240,240,35,savings,2012-07-09
241,241,65,savings,2024-02-05
241,241,65,savings,2024-02-05
242,242,90,current,2011-09-07
242,242,90,current,2011-09-07
243,243,78,current,2009-10-03
243,243,78,current,2009-10-03
244,244,49,savings,2013-10-28
244,244,49,savings,2013-10-28
245,245,66,savings,1999-03-13
245,245,66,savings,1999-03-13
246,246,46,savings,2014-06-08
246,246,46,savings,2014-06-08
247,247,5,savings,2022-06-04
247,247,5,savings,2022-06-04
248,248,39,savings,2003-07-02
248,248,39,savings,2003-07-02
249,249,79,current,2003-08-26
249,249,79,current,2003-08-26
250,250,85,savings,2011-02-16
250,250,85,savings,2011-02-16
251,251,93,savings,1996-12-12
251,251,93,savings,1996-12-12
252,252,51,current,1996-02-26
252,252,51,current,1996-02-26
253,253,21,current,1996-01-28
253,253,21,current,1996-01-28
254,254,38,savings,1997-10-21
254,254,38,savings,1997-10-21
255,255,36,savings,2016-02-18
255,255,36,savings,2016-02-18
256,256,14,current,2004-07-19
256,256,14,current,2004-07-19
257,257,33,savings,2017-01-02
257,257,33,savings,2017-01-02
258,258,23,current,2018-07-27
258,258,23,current,2018-07-27
259,259,72,current,2022-07-26
259,259,72,current,2022-07-26
260,260,84,current,2021-05-12
260,260,84,current,2021-05-12
261,261,38,current,2022-04-23
261,261,38,current,2022-04-23
262,262,47,savings,2011-05-06
262,262,47,savings,2011-05-06
263,263,64,current,2019-04-21
263,263,64,current,2019-04-21
264,264,47,savings,2020-12-23
264,264,47,savings,2020-12-23
265,265,1,current,1995-03-26
265,265,1,current,1995-03-26
266,266,42,savings,2003-12-04
266,266,42,savings,2003-12-04
267,267,68,savings,2000-06-21
267,267,68,savings,2000-06-21
268,268,78,current,2019-12-16
268,268,78,current,2019-12-16
269,269,86,savings,2016-10-07
269,269,86,savings,2016-10-07
270,270,76,savings,2022-10-20
270,270,76,savings,2022-10-20
271,271,25,savings,2015-10-14
271,271,25,savings,2015-10-14
272,272,57,current,2007-05-01
272,272,57,current,2007-05-01
273,273,52,savings,1998-10-04
273,273,52,savings,1998-10-04
274,274,7,savings,2012-10-10
274,274,7,savings,2012-10-10
275,275,7,current,2004-06-25
275,275,7,current,2004-06-25
276,276,56,current,2019-06-28
276,276,56,current,2019-06-28
277,277,39,savings,2013-08-08
277,277,39,savings,2013-08-08
278,278,70,current,2002-05-24
278,278,70,current,2002-05-24
279,279,83,current,2023-02-18
279,279,83,current,2023-02-18
280,280,58,current,2013-07-20
280,280,58,current,2013-07-20
281,281,23,savings,2016-10-25
281,281,23,savings,2016-10-25
282,282,10,current,2023-07-10
282,282,10,current,2023-07-10
283,283,72,current,2024-09-02
283,283,72,current,2024-09-02
284,284,36,current,2006-12-05
284,284,36,current,2006-12-05
285,285,71,savings,2008-09-02
285,285,71,savings,2008-09-02
286,286,3,current,2008-11-21
286,286,3,current,2008-11-21
287,287,72,savings,2009-02-13
287,287,72,savings,2009-02-13
288,288,77,current,2005-06-20
288,288,77,current,2005-06-20
289,289,95,savings,2001-02-07
289,289,95,savings,2001-02-07
290,290,13,current,2021-06-02
290,290,13,current,2021-06-02
291,291,90,current,2004-10-28
291,291,90,current,2004-10-28
292,292,48,savings,2015-09-19
292,292,48,savings,2015-09-19
293,293,66,savings,2013-07-10
293,293,66,savings,2013-07-10
294,294,3,current,2023-02-10
294,294,3,current,2023-02-10
295,295,63,current,2006-05-16
295,295,63,current,2006-05-16
296,296,15,current,2013-11-04
296,296,15,current,2013-11-04
297,297,2,savings,1999-05-25
297,297,2,savings,1999-05-25
298,298,61,current,2005-08-23
298,298,61,current,2005-08-23
299,299,59,current,2019-02-23
299,299,59,current,2019-02-23
300,300,17,current,1998-11-25
300,300,17,current,1998-11-25
301,301,11,savings,2011-02-02
301,301,11,savings,2011-02-02
302,302,5,current,2020-03-04
302,302,5,current,2020-03-04
303,303,70,savings,1995-07-01
303,303,70,savings,1995-07-01
304,304,67,savings,2002-04-04
304,304,67,savings,2002-04-04
305,305,23,current,2024-03-19
305,305,23,current,2024-03-19
306,306,96,savings,1998-02-13
306,306,96,savings,1998-02-13
307,307,63,savings,1995-11-10
307,307,63,savings,1995-11-10
308,308,4,current,2024-07-01
308,308,4,current,2024-07-01
309,309,29,current,2023-01-01
309,309,29,current,2023-01-01
310,310,17,current,1996-06-15
310,310,17,current,1996-06-15
311,311,95,savings,2015-12-04
311,311,95,savings,2015-12-04
312,312,35,savings,2005-05-22
312,312,35,savings,2005-05-22
313,313,48,savings,2022-11-18
313,313,48,savings,2022-11-18
314,314,85,current,2014-07-01
314,314,85,current,2014-07-01
315,315,87,savings,2003-09-04
315,315,87,savings,2003-09-04
316,316,48,current,2000-08-14
316,316,48,current,2000-08-14
317,317,95,current,1995-04-22
317,317,95,current,1995-04-22
318,318,53,savings,2020-08-02
318,318,53,savings,2020-08-02
319,319,65,savings,2015-10-07
319,319,65,savings,2015-10-07
320,320,75,savings,1996-03-26
320,320,75,savings,1996-03-26
321,321,1,current,1995-03-26
321,321,1,current,1995-03-26
322,322,7,savings,2001-04-28
322,322,7,savings,2001-04-28
323,323,77,current,2022-12-02
323,323,77,current,2022-12-02
324,324,84,savings,2001-10-08
324,324,84,savings,2001-10-08
325,325,70,current,2019-01-21
325,325,70,current,2019-01-21
326,326,30,savings,2021-08-06
326,326,30,savings,2021-08-06
327,327,70,savings,2018-12-09
327,327,70,savings,2018-12-09
328,328,98,current,2020-12-28
328,328,98,current,2020-12-28
329,329,99,savings,2008-10-07
329,329,99,savings,2008-10-07
330,330,84,savings,2008-02-28
330,330,84,savings,2008-02-28
331,331,38,current,2019-09-24
331,331,38,current,2019-09-24
332,332,30,savings,2012-06-17
332,332,30,savings,2012-06-17
333,333,97,savings,1997-03-11
333,333,97,savings,1997-03-11
334,334,54,current,2008-12-17
334,334,54,current,2008-12-17
335,335,88,savings,2011-02-18
335,335,88,savings,2011-02-18
336,336,95,savings,2008-01-09
336,336,95,savings,2008-01-09
337,337,16,current,2013-06-14
337,337,16,current,2013-06-14
338,338,16,savings,2002-08-21
338,338,16,savings,2002-08-21
339,339,27,savings,2000-02-25
339,339,27,savings,2000-02-25
340,340,22,current,2023-11-03
340,340,22,current,2023-11-03
341,341,15,savings,2011-12-19
341,341,15,savings,2011-12-19
342,342,46,savings,2000-11-03
342,342,46,savings,2000-11-03
343,343,1,savings,2017-06-28
343,343,1,savings,2017-06-28
344,344,28,current,1995-06-19
344,344,28,current,1995-06-19
345,345,33,savings,2022-07-25
345,345,33,savings,2022-07-25
346,346,15,savings,2007-06-04
346,346,15,savings,2007-06-04
347,347,95,current,2003-05-01
347,347,95,current,2003-05-01
348,348,57,current,1996-07-07
348,348,57,current,1996-07-07
349,349,70,savings,2005-05-08
349,349,70,savings,2005-05-08
350,350,68,savings,1999-08-28
350,350,68,savings,1999-08-28
351,351,58,current,1997-01-10
351,351,58,current,1997-01-10
352,352,20,current,1997-01-28
352,352,20,current,1997-01-28
353,353,4,current,2007-09-28
353,353,4,current,2007-09-28
354,354,10,savings,2001-05-24
354,354,10,savings,2001-05-24
355,355,7,current,2003-03-13
355,355,7,current,2003-03-13
356,356,91,savings,2000-07-04
356,356,91,savings,2000-07-04
357,357,57,savings,2009-04-11
357,357,57,savings,2009-04-11
358,358,6,savings,2022-01-02
358,358,6,savings,2022-01-02
359,359,55,current,1998-05-01
359,359,55,current,1998-05-01
360,360,31,current,2005-04-08
360,360,31,current,2005-04-08
361,361,64,current,2021-08-13
361,361,64,current,2021-08-13
362,362,36,current,2005-01-17
362,362,36,current,2005-01-17
363,363,91,savings,2002-01-12
363,363,91,savings,2002-01-12
364,364,13,savings,2018-02-24
364,364,13,savings,2018-02-24
365,365,75,current,2011-06-07
365,365,75,current,2011-06-07
366,366,73,savings,2004-04-05
366,366,73,savings,2004-04-05
367,367,72,current,2014-08-12
367,367,72,current,2014-08-12
368,368,61,savings,2004-12-01
368,368,61,savings,2004-12-01
369,369,10,savings,1997-03-12
369,369,10,savings,1997-03-12
370,370,66,current,2010-03-01
370,370,66,current,2010-03-01
371,371,24,savings,2000-02-24
371,371,24,savings,2000-02-24
372,372,99,savings,2014-09-04
372,372,99,savings,2014-09-04
373,373,34,savings,2013-09-15
373,373,34,savings,2013-09-15
374,374,50,current,2012-10-27
374,374,50,current,2012-10-27
375,375,75,savings,2006-10-28
375,375,75,savings,2006-10-28
376,376,1,savings,2014-05-03
376,376,1,savings,2014-05-03
377,377,5,savings,2014-10-26
377,377,5,savings,2014-10-26
378,378,27,current,2024-01-09
378,378,27,current,2024-01-09
379,379,7,savings,2014-10-13
379,379,7,savings,2014-10-13
380,380,1,current,1997-11-06
380,380,1,current,1997-11-06
381,381,32,current,2024-07-12
381,381,32,current,2024-07-12
382,382,17,savings,2005-06-26
382,382,17,savings,2005-06-26
383,383,18,savings,2022-02-06
383,383,18,savings,2022-02-06
384,384,68,savings,1998-07-06
384,384,68,savings,1998-07-06
385,385,49,savings,1996-09-07
385,385,49,savings,1996-09-07
386,386,13,savings,1997-04-23
386,386,13,savings,1997-04-23
387,387,69,savings,1999-03-25
387,387,69,savings,1999-03-25
388,388,22,current,2004-07-22
388,388,22,current,2004-07-22
389,389,26,savings,2014-08-05
389,389,26,savings,2014-08-05
390,390,68,savings,2008-01-19
390,390,68,savings,2008-01-19
391,391,87,current,1995-02-07
391,391,87,current,1995-02-07
392,392,5,savings,2018-07-17
392,392,5,savings,2018-07-17
393,393,9,savings,1998-07-19
393,393,9,savings,1998-07-19
394,394,77,current,2010-02-08
394,394,77,current,2010-02-08
395,395,62,current,2006-11-10
395,395,62,current,2006-11-10
396,396,73,savings,2018-05-18
396,396,73,savings,2018-05-18
397,397,68,current,2009-02-15
397,397,68,current,2009-02-15
398,398,90,current,2004-11-06
398,398,90,current,2004-11-06
399,399,78,current,2020-12-11
399,399,78,current,2020-12-11
400,400,2,current,2023-09-11
400,400,2,current,2023-09-11
401,401,95,savings,2017-02-23
401,401,95,savings,2017-02-23
402,402,50,current,1999-08-20
402,402,50,current,1999-08-20
403,403,51,savings,1997-07-26
403,403,51,savings,1997-07-26
404,404,90,savings,2020-02-10
404,404,90,savings,2020-02-10
405,405,2,current,1997-12-15
405,405,2,current,1997-12-15
406,406,41,savings,1996-12-22
406,406,41,savings,1996-12-22
407,407,64,current,2014-06-11
407,407,64,current,2014-06-11
408,408,44,current,1995-02-26
408,408,44,current,1995-02-26
409,409,52,current,2023-07-01
409,409,52,current,2023-07-01
410,410,37,current,2005-05-19
410,410,37,current,2005-05-19
411,411,66,savings,2011-09-20
411,411,66,savings,2011-09-20
412,412,92,savings,2022-08-13
412,412,92,savings,2022-08-13
413,413,56,current,2014-07-24
413,413,56,current,2014-07-24
414,414,23,current,2021-01-28
414,414,23,current,2021-01-28
415,415,71,savings,2010-01-22
415,415,71,savings,2010-01-22
416,416,39,savings,2003-10-13
416,416,39,savings,2003-10-13
417,417,86,current,1995-05-02
417,417,86,current,1995-05-02
418,418,60,current,2014-09-06
418,418,60,current,2014-09-06
419,419,56,current,2006-10-23
419,419,56,current,2006-10-23
420,420,36,savings,2001-08-22
420,420,36,savings,2001-08-22
421,421,1,current,1997-01-15
421,421,1,current,1997-01-15
422,422,98,current,1999-12-06
422,422,98,current,1999-12-06
423,423,4,savings,2007-04-19
423,423,4,savings,2007-04-19
424,424,41,current,2002-04-21
424,424,41,current,2002-04-21
425,425,99,current,2012-03-02
425,425,99,current,2012-03-02
426,426,53,savings,2002-03-10
426,426,53,savings,2002-03-10
427,427,31,savings,1998-08-24
427,427,31,savings,1998-08-24
428,428,33,savings,2001-12-24
428,428,33,savings,2001-12-24
429,429,5,savings,2008-09-18
429,429,5,savings,2008-09-18
430,430,43,current,2006-07-04
430,430,43,current,2006-07-04
431,431,11,savings,2014-06-20
431,431,11,savings,2014-06-20
432,432,32,savings,2007-05-01
432,432,32,savings,2007-05-01
433,433,1,current,2015-10-24
433,433,1,current,2015-10-24
434,434,43,savings,2004-06-18
434,434,43,savings,2004-06-18
435,435,6,savings,1999-05-18
435,435,6,savings,1999-05-18
436,436,92,savings,1996-08-22
436,436,92,savings,1996-08-22
437,437,81,current,2022-11-21
437,437,81,current,2022-11-21
438,438,11,savings,2021-05-08
438,438,11,savings,2021-05-08
439,439,41,current,1998-01-15
439,439,41,current,1998-01-15
440,440,27,savings,2021-05-21
440,440,27,savings,2021-05-21
441,441,61,current,2002-08-01
441,441,61,current,2002-08-01
442,442,76,current,1996-01-20
442,442,76,current,1996-01-20
443,443,13,savings,2021-06-15
443,443,13,savings,2021-06-15
444,444,95,current,2020-08-13
444,444,95,current,2020-08-13
445,445,35,savings,1995-03-23
445,445,35,savings,1995-03-23
446,446,25,savings,1997-03-18
446,446,25,savings,1997-03-18
447,447,94,current,2014-04-09
447,447,94,current,2014-04-09
448,448,36,current,2003-07-23
448,448,36,current,2003-07-23
449,449,21,current,2010-01-20
449,449,21,current,2010-01-20
450,450,55,current,2014-07-14
450,450,55,current,2014-07-14
451,451,36,current,2004-11-03
